category,file,animation
"animal","harthmere_animal_stag_red.gltf","Peck"
"animal","harthmere_animal_stag_red.gltf","Scratch"
"animal","harthmere_animal_stag_red.gltf","TailWhip"
"animal","harthmere_animal_stag_red.gltf","ShieldBlock"
"animal","harthmere_animal_stag_red.gltf","Block"
"animal","harthmere_animal_stag_red.gltf","HitReact"
"animal","harthmere_animal_stag_red.gltf","Death"
"animal","harthmere_animal_stag_red.gltf","Revive"
"animal","harthmere_animal_stag_red.gltf","Sleep"
"animal","harthmere_animal_stag_red.gltf","Sit"
"animal","harthmere_animal_stag_red.gltf","Stand"
"animal","harthmere_animal_stag_red.gltf","Jump"
"animal","harthmere_animal_stag_red.gltf","Fall"
"animal","harthmere_animal_stag_red.gltf","Falling"
"animal","harthmere_animal_stag_red.gltf","Landing"
"animal","harthmere_animal_stag_red.gltf","Dodging"
"animal","harthmere_animal_stag_red.gltf","SidestepLeft"
"animal","harthmere_animal_stag_red.gltf","SidestepRight"
"animal","harthmere_animal_stag_red.gltf","Sidestep"
"animal","harthmere_animal_stag_red.gltf","TurnLeft"
"animal","harthmere_animal_stag_red.gltf","TurnRight"
"animal","harthmere_animal_stag_red.gltf","Graze"
"animal","harthmere_animal_stag_red.gltf","Eat"
"animal","harthmere_animal_stag_red.gltf","Drink"
"animal","harthmere_animal_stag_red.gltf","Sniff"
"animal","harthmere_animal_stag_red.gltf","LookAround"
"animal","harthmere_animal_stag_red.gltf","Roar"
"animal","harthmere_animal_stag_red.gltf","Howl"
"animal","harthmere_animal_stag_red.gltf","Growl"
"animal","harthmere_animal_stag_red.gltf","Bark"
"animal","harthmere_animal_stag_red.gltf","Meow"
"animal","harthmere_animal_stag_red.gltf","Bleat"
"animal","harthmere_animal_stag_red.gltf","Moo"
"animal","harthmere_animal_stag_red.gltf","Neigh"
"animal","harthmere_animal_stag_red.gltf","Chirp"
"animal","harthmere_animal_stag_red.gltf","Spawn"
"animal","harthmere_animal_stag_red.gltf","Despawn"
"animal","harthmere_animal_stag_red.gltf","Stunned"
"animal","harthmere_animal_stag_red.gltf","Swim"
"animal","harthmere_animal_stag_red.gltf","Trot"
"animal","harthmere_animal_stag_red.gltf","Canter"
"animal","harthmere_animal_wolf_dark.gltf","Idle"
"animal","harthmere_animal_wolf_dark.gltf","Walk"
"animal","harthmere_animal_wolf_dark.gltf","Walking"
"animal","harthmere_animal_wolf_dark.gltf","Run"
"animal","harthmere_animal_wolf_dark.gltf","Running"
"animal","harthmere_animal_wolf_dark.gltf","Flee"
"animal","harthmere_animal_wolf_dark.gltf","Attack"
"animal","harthmere_animal_wolf_dark.gltf","HeavyAttack"
"animal","harthmere_animal_wolf_dark.gltf","Bite"
"animal","harthmere_animal_wolf_dark.gltf","Claw"
"animal","harthmere_animal_wolf_dark.gltf","Kick"
"animal","harthmere_animal_wolf_dark.gltf","Charge"
"animal","harthmere_animal_wolf_dark.gltf","Pounce"
"animal","harthmere_animal_wolf_dark.gltf","Peck"
"animal","harthmere_animal_wolf_dark.gltf","Scratch"
"animal","harthmere_animal_wolf_dark.gltf","TailWhip"
"animal","harthmere_animal_wolf_dark.gltf","ShieldBlock"
"animal","harthmere_animal_wolf_dark.gltf","Block"
"animal","harthmere_animal_wolf_dark.gltf","HitReact"
"animal","harthmere_animal_wolf_dark.gltf","Death"
"animal","harthmere_animal_wolf_dark.gltf","Revive"
"animal","harthmere_animal_wolf_dark.gltf","Sleep"
"animal","harthmere_animal_wolf_dark.gltf","Sit"
"animal","harthmere_animal_wolf_dark.gltf","Stand"
"animal","harthmere_animal_wolf_dark.gltf","Jump"
"animal","harthmere_animal_wolf_dark.gltf","Fall"
"animal","harthmere_animal_wolf_dark.gltf","Falling"
"animal","harthmere_animal_wolf_dark.gltf","Landing"
"animal","harthmere_animal_wolf_dark.gltf","Dodging"
"animal","harthmere_animal_wolf_dark.gltf","SidestepLeft"
"animal","harthmere_animal_wolf_dark.gltf","SidestepRight"
"animal","harthmere_animal_wolf_dark.gltf","Sidestep"
"animal","harthmere_animal_wolf_dark.gltf","TurnLeft"
"animal","harthmere_animal_wolf_dark.gltf","TurnRight"
"animal","harthmere_animal_wolf_dark.gltf","Graze"
"animal","harthmere_animal_wolf_dark.gltf","Eat"
"animal","harthmere_animal_wolf_dark.gltf","Drink"
"animal","harthmere_animal_wolf_dark.gltf","Sniff"
"animal","harthmere_animal_wolf_dark.gltf","LookAround"
"animal","harthmere_animal_wolf_dark.gltf","Roar"
"animal","harthmere_animal_wolf_dark.gltf","Howl"
"animal","harthmere_animal_wolf_dark.gltf","Growl"
"animal","harthmere_animal_wolf_dark.gltf","Bark"
"animal","harthmere_animal_wolf_dark.gltf","Meow"
"animal","harthmere_animal_wolf_dark.gltf","Bleat"
"animal","harthmere_animal_wolf_dark.gltf","Moo"
"animal","harthmere_animal_wolf_dark.gltf","Neigh"
"animal","harthmere_animal_wolf_dark.gltf","Chirp"
"animal","harthmere_animal_wolf_dark.gltf","Spawn"
"animal","harthmere_animal_wolf_dark.gltf","Despawn"
"animal","harthmere_animal_wolf_dark.gltf","Stunned"
"animal","harthmere_animal_wolf_dark.gltf","Swim"
"animal","harthmere_animal_wolf_dark.gltf","Trot"
"animal","harthmere_animal_wolf_dark.gltf","Canter"
"animal","harthmere_animal_wolf_gray.gltf","Idle"
"animal","harthmere_animal_wolf_gray.gltf","Walk"
"animal","harthmere_animal_wolf_gray.gltf","Walking"
"animal","harthmere_animal_wolf_gray.gltf","Run"
"animal","harthmere_animal_wolf_gray.gltf","Running"
"animal","harthmere_animal_wolf_gray.gltf","Flee"
"animal","harthmere_animal_wolf_gray.gltf","Attack"
"animal","harthmere_animal_wolf_gray.gltf","HeavyAttack"
"animal","harthmere_animal_wolf_gray.gltf","Bite"
"animal","harthmere_animal_wolf_gray.gltf","Claw"
"animal","harthmere_animal_wolf_gray.gltf","Kick"
"animal","harthmere_animal_wolf_gray.gltf","Charge"
"animal","harthmere_animal_wolf_gray.gltf","Pounce"
"animal","harthmere_animal_wolf_gray.gltf","Peck"
"animal","harthmere_animal_wolf_gray.gltf","Scratch"
"animal","harthmere_animal_wolf_gray.gltf","TailWhip"
"animal","harthmere_animal_wolf_gray.gltf","ShieldBlock"
"animal","harthmere_animal_wolf_gray.gltf","Block"
"animal","harthmere_animal_wolf_gray.gltf","HitReact"
"animal","harthmere_animal_wolf_gray.gltf","Death"
"animal","harthmere_animal_wolf_gray.gltf","Revive"
"animal","harthmere_animal_wolf_gray.gltf","Sleep"
"animal","harthmere_animal_wolf_gray.gltf","Sit"
"animal","harthmere_animal_wolf_gray.gltf","Stand"
"animal","harthmere_animal_wolf_gray.gltf","Jump"
"animal","harthmere_animal_wolf_gray.gltf","Fall"
"animal","harthmere_animal_wolf_gray.gltf","Falling"
"animal","harthmere_animal_wolf_gray.gltf","Landing"
"animal","harthmere_animal_wolf_gray.gltf","Dodging"
"animal","harthmere_animal_wolf_gray.gltf","SidestepLeft"
"animal","harthmere_animal_wolf_gray.gltf","SidestepRight"
"animal","harthmere_animal_wolf_gray.gltf","Sidestep"
"animal","harthmere_animal_wolf_gray.gltf","TurnLeft"
"animal","harthmere_animal_wolf_gray.gltf","TurnRight"
"animal","harthmere_animal_wolf_gray.gltf","Graze"
"animal","harthmere_animal_wolf_gray.gltf","Eat"
"animal","harthmere_animal_wolf_gray.gltf","Drink"
"animal","harthmere_animal_wolf_gray.gltf","Sniff"
"animal","harthmere_animal_wolf_gray.gltf","LookAround"
"animal","harthmere_animal_wolf_gray.gltf","Roar"
"animal","harthmere_animal_wolf_gray.gltf","Howl"
"animal","harthmere_animal_wolf_gray.gltf","Growl"
"animal","harthmere_animal_wolf_gray.gltf","Bark"
"animal","harthmere_animal_wolf_gray.gltf","Meow"
"animal","harthmere_animal_wolf_gray.gltf","Bleat"
"animal","harthmere_animal_wolf_gray.gltf","Moo"
"animal","harthmere_animal_wolf_gray.gltf","Neigh"
"animal","harthmere_animal_wolf_gray.gltf","Chirp"
"animal","harthmere_animal_wolf_gray.gltf","Spawn"
"animal","harthmere_animal_wolf_gray.gltf","Despawn"
"animal","harthmere_animal_wolf_gray.gltf","Stunned"
"animal","harthmere_animal_wolf_gray.gltf","Swim"
"animal","harthmere_animal_wolf_gray.gltf","Trot"
"animal","harthmere_animal_wolf_gray.gltf","Canter"
"animal","harthmere_animal_wolf_snow.gltf","Idle"
"animal","harthmere_animal_wolf_snow.gltf","Walk"
"animal","harthmere_animal_wolf_snow.gltf","Walking"
"animal","harthmere_animal_wolf_snow.gltf","Run"
"animal","harthmere_animal_wolf_snow.gltf","Running"
"animal","harthmere_animal_wolf_snow.gltf","Flee"
"animal","harthmere_animal_wolf_snow.gltf","Attack"
"animal","harthmere_animal_wolf_snow.gltf","HeavyAttack"
"animal","harthmere_animal_wolf_snow.gltf","Bite"
"animal","harthmere_animal_wolf_snow.gltf","Claw"
"animal","harthmere_animal_wolf_snow.gltf","Kick"
"animal","harthmere_animal_wolf_snow.gltf","Charge"
"animal","harthmere_animal_wolf_snow.gltf","Pounce"
"animal","harthmere_animal_wolf_snow.gltf","Peck"
"animal","harthmere_animal_wolf_snow.gltf","Scratch"
"animal","harthmere_animal_wolf_snow.gltf","TailWhip"
"animal","harthmere_animal_wolf_snow.gltf","ShieldBlock"
"animal","harthmere_animal_wolf_snow.gltf","Block"
"animal","harthmere_animal_wolf_snow.gltf","HitReact"
"animal","harthmere_animal_wolf_snow.gltf","Death"
"animal","harthmere_animal_wolf_snow.gltf","Revive"
"animal","harthmere_animal_wolf_snow.gltf","Sleep"
"animal","harthmere_animal_wolf_snow.gltf","Sit"
"animal","harthmere_animal_wolf_snow.gltf","Stand"
"animal","harthmere_animal_wolf_snow.gltf","Jump"
"animal","harthmere_animal_wolf_snow.gltf","Fall"
"animal","harthmere_animal_wolf_snow.gltf","Falling"
"animal","harthmere_animal_wolf_snow.gltf","Landing"
"animal","harthmere_animal_wolf_snow.gltf","Dodging"
"animal","harthmere_animal_wolf_snow.gltf","SidestepLeft"
"animal","harthmere_animal_wolf_snow.gltf","SidestepRight"
"animal","harthmere_animal_wolf_snow.gltf","Sidestep"
"animal","harthmere_animal_wolf_snow.gltf","TurnLeft"
"animal","harthmere_animal_wolf_snow.gltf","TurnRight"
"animal","harthmere_animal_wolf_snow.gltf","Graze"
"animal","harthmere_animal_wolf_snow.gltf","Eat"
"animal","harthmere_animal_wolf_snow.gltf","Drink"
"animal","harthmere_animal_wolf_snow.gltf","Sniff"
"animal","harthmere_animal_wolf_snow.gltf","LookAround"
"animal","harthmere_animal_wolf_snow.gltf","Roar"
"animal","harthmere_animal_wolf_snow.gltf","Howl"
"animal","harthmere_animal_wolf_snow.gltf","Growl"
"animal","harthmere_animal_wolf_snow.gltf","Bark"
"animal","harthmere_animal_wolf_snow.gltf","Meow"
"animal","harthmere_animal_wolf_snow.gltf","Bleat"
"animal","harthmere_animal_wolf_snow.gltf","Moo"
"animal","harthmere_animal_wolf_snow.gltf","Neigh"
"animal","harthmere_animal_wolf_snow.gltf","Chirp"
"animal","harthmere_animal_wolf_snow.gltf","Spawn"
"animal","harthmere_animal_wolf_snow.gltf","Despawn"
"animal","harthmere_animal_wolf_snow.gltf","Stunned"
"animal","harthmere_animal_wolf_snow.gltf","Swim"
"animal","harthmere_animal_wolf_snow.gltf","Trot"
"animal","harthmere_animal_wolf_snow.gltf","Canter"
"human","harthmere_player_athletic_ash.gltf","Idle"
"human","harthmere_player_athletic_ash.gltf","Walk"
"human","harthmere_player_athletic_ash.gltf","Walking"
"human","harthmere_player_athletic_ash.gltf","Run"
"human","harthmere_player_athletic_ash.gltf","Running"
"human","harthmere_player_athletic_ash.gltf","RunningBackward"
"human","harthmere_player_athletic_ash.gltf","StrafeLeftWalking"
"human","harthmere_player_athletic_ash.gltf","StrafeRightWalking"
"human","harthmere_player_athletic_ash.gltf","StrafeLeftRunning"
"human","harthmere_player_athletic_ash.gltf","StrafeRightRunning"
"human","harthmere_player_athletic_ash.gltf","SidestepLeft"
"human","harthmere_player_athletic_ash.gltf","SidestepRight"
"human","harthmere_player_athletic_ash.gltf","Sidestep"
"human","harthmere_player_athletic_ash.gltf","CrouchIdle"
"human","harthmere_player_athletic_ash.gltf","CrouchWalking"
"human","harthmere_player_athletic_ash.gltf","Attack"
"human","harthmere_player_athletic_ash.gltf","SideSwing"
"human","harthmere_player_athletic_ash.gltf","Attack2"
"human","harthmere_player_athletic_ash.gltf","HeavyAttack"
"human","harthmere_player_athletic_ash.gltf","Thrusting"
"human","harthmere_player_athletic_ash.gltf","ShieldBlock"
"human","harthmere_player_athletic_ash.gltf","Block"
"human","harthmere_player_athletic_ash.gltf","BasicMagic"
"human","harthmere_player_athletic_ash.gltf","HeavyMagic"
"human","harthmere_player_athletic_ash.gltf","Chopping"
"human","harthmere_player_athletic_ash.gltf","DiggingTool"
"human","harthmere_player_athletic_ash.gltf","ResourceGathering"
"human","harthmere_player_athletic_ash.gltf","Gathering"
"human","harthmere_player_athletic_ash.gltf","DiggingHand"
"human","harthmere_player_athletic_ash.gltf","BowShooting"
"human","harthmere_player_athletic_ash.gltf","BowShoot"
"human","harthmere_player_athletic_ash.gltf","FishingCastPull"
"human","harthmere_player_athletic_ash.gltf","FishingCastRelease"
"human","harthmere_player_athletic_ash.gltf","Dodging"
"human","harthmere_player_athletic_ash.gltf","Rolling"
"human","harthmere_player_athletic_ash.gltf","Climbing"
"human","harthmere_player_athletic_ash.gltf","Climb"
"human","harthmere_player_athletic_ash.gltf","Jump"
"human","harthmere_player_athletic_ash.gltf","Fall"
"human","harthmere_player_athletic_ash.gltf","Falling"
"human","harthmere_player_athletic_ash.gltf","ItemPutBack"
"human","harthmere_player_athletic_ash.gltf","Equip"
"human","harthmere_player_athletic_ash.gltf","Unequip"
"human","harthmere_player_athletic_ash.gltf","Waving"
"human","harthmere_player_athletic_ash.gltf","Point"
"human","harthmere_player_athletic_ash.gltf","Flex"
"human","harthmere_player_athletic_ash.gltf","Applause"
"human","harthmere_player_athletic_ash.gltf","Dance"
"human","harthmere_player_athletic_ash.gltf","Drink"
"human","harthmere_player_athletic_ash.gltf","Eat"
"human","harthmere_player_athletic_ash.gltf","Laugh"
"human","harthmere_player_athletic_ash.gltf","Watering"
"human","harthmere_player_athletic_ash.gltf","FishingIdle"
"human","harthmere_player_athletic_ash.gltf","FishingReel"
"human","harthmere_player_athletic_ash.gltf","FishingShow"
"human","harthmere_player_athletic_ash.gltf","HitReact"
"human","harthmere_player_athletic_ash.gltf","Death"
"human","harthmere_player_athletic_ash.gltf","Revive"
"human","harthmere_player_athletic_earth.gltf","Idle"
"human","harthmere_player_athletic_earth.gltf","Walk"
"human","harthmere_player_athletic_earth.gltf","Walking"
"human","harthmere_player_athletic_earth.gltf","Run"
"human","harthmere_player_athletic_earth.gltf","Running"
"human","harthmere_player_athletic_earth.gltf","RunningBackward"
"human","harthmere_player_athletic_earth.gltf","StrafeLeftWalking"
"human","harthmere_player_athletic_earth.gltf","StrafeRightWalking"
"human","harthmere_player_athletic_earth.gltf","StrafeLeftRunning"
"human","harthmere_player_athletic_earth.gltf","StrafeRightRunning"
"human","harthmere_player_athletic_earth.gltf","SidestepLeft"
"human","harthmere_player_athletic_earth.gltf","SidestepRight"
"human","harthmere_player_athletic_earth.gltf","Sidestep"
"human","harthmere_player_athletic_earth.gltf","CrouchIdle"
"human","harthmere_player_athletic_earth.gltf","CrouchWalking"
"human","harthmere_player_athletic_earth.gltf","Attack"
"human","harthmere_player_athletic_earth.gltf","SideSwing"
"human","harthmere_player_athletic_earth.gltf","Attack2"
"human","harthmere_player_athletic_earth.gltf","HeavyAttack"
"human","harthmere_player_athletic_earth.gltf","Thrusting"
"human","harthmere_player_athletic_earth.gltf","ShieldBlock"
"human","harthmere_player_athletic_earth.gltf","Block"
"human","harthmere_player_athletic_earth.gltf","BasicMagic"
"human","harthmere_player_athletic_earth.gltf","HeavyMagic"
"human","harthmere_player_athletic_earth.gltf","Chopping"
"human","harthmere_player_athletic_earth.gltf","DiggingTool"
"human","harthmere_player_athletic_earth.gltf","ResourceGathering"
"human","harthmere_player_athletic_earth.gltf","Gathering"
"human","harthmere_player_athletic_earth.gltf","DiggingHand"
"human","harthmere_player_athletic_earth.gltf","BowShooting"
"human","harthmere_player_athletic_earth.gltf","BowShoot"
"human","harthmere_player_athletic_earth.gltf","FishingCastPull"
"human","harthmere_player_athletic_earth.gltf","FishingCastRelease"
"human","harthmere_player_athletic_earth.gltf","Dodging"
"human","harthmere_player_athletic_earth.gltf","Rolling"
"human","harthmere_player_athletic_earth.gltf","Climbing"
"human","harthmere_player_athletic_earth.gltf","Climb"
"human","harthmere_player_athletic_earth.gltf","Jump"
"human","harthmere_player_athletic_earth.gltf","Fall"
"human","harthmere_player_athletic_earth.gltf","Falling"
"human","harthmere_player_athletic_earth.gltf","ItemPutBack"
"human","harthmere_player_athletic_earth.gltf","Equip"
"human","harthmere_player_athletic_earth.gltf","Unequip"
"human","harthmere_player_athletic_earth.gltf","Waving"
"human","harthmere_player_athletic_earth.gltf","Point"
"human","harthmere_player_athletic_earth.gltf","Flex"
"human","harthmere_player_athletic_earth.gltf","Applause"
"human","harthmere_player_athletic_earth.gltf","Dance"
"human","harthmere_player_athletic_earth.gltf","Drink"
"human","harthmere_player_athletic_earth.gltf","Eat"
"human","harthmere_player_athletic_earth.gltf","Laugh"
"human","harthmere_player_athletic_earth.gltf","Watering"
"human","harthmere_player_athletic_earth.gltf","FishingIdle"
"human","harthmere_player_athletic_earth.gltf","FishingReel"
"human","harthmere_player_athletic_earth.gltf","FishingShow"
"human","harthmere_player_athletic_earth.gltf","HitReact"
"human","harthmere_player_athletic_earth.gltf","Death"
"human","harthmere_player_athletic_earth.gltf","Revive"
"human","harthmere_player_athletic_ember.gltf","Idle"
"human","harthmere_player_athletic_ember.gltf","Walk"
"human","harthmere_player_athletic_ember.gltf","Walking"
"human","harthmere_player_athletic_ember.gltf","Run"
"human","harthmere_player_athletic_ember.gltf","Running"
"human","harthmere_player_athletic_ember.gltf","RunningBackward"
"human","harthmere_player_athletic_ember.gltf","StrafeLeftWalking"
"human","harthmere_player_athletic_ember.gltf","StrafeRightWalking"
"human","harthmere_player_athletic_ember.gltf","StrafeLeftRunning"
"human","harthmere_player_athletic_ember.gltf","StrafeRightRunning"
"human","harthmere_player_athletic_ember.gltf","SidestepLeft"
"human","harthmere_player_athletic_ember.gltf","SidestepRight"
"human","harthmere_player_athletic_ember.gltf","Sidestep"
"human","harthmere_player_athletic_ember.gltf","CrouchIdle"
"human","harthmere_player_athletic_ember.gltf","CrouchWalking"
"human","harthmere_player_athletic_ember.gltf","Attack"
"human","harthmere_player_athletic_ember.gltf","SideSwing"
"human","harthmere_player_athletic_ember.gltf","Attack2"
"human","harthmere_player_athletic_ember.gltf","HeavyAttack"
"human","harthmere_player_athletic_ember.gltf","Thrusting"
"human","harthmere_player_athletic_ember.gltf","ShieldBlock"
"human","harthmere_player_athletic_ember.gltf","Block"
"human","harthmere_player_athletic_ember.gltf","BasicMagic"
"human","harthmere_player_athletic_ember.gltf","HeavyMagic"
"human","harthmere_player_athletic_ember.gltf","Chopping"
"human","harthmere_player_athletic_ember.gltf","DiggingTool"
"human","harthmere_player_athletic_ember.gltf","ResourceGathering"
"human","harthmere_player_athletic_ember.gltf","Gathering"
"human","harthmere_player_athletic_ember.gltf","DiggingHand"
"human","harthmere_player_athletic_ember.gltf","BowShooting"
"human","harthmere_player_athletic_ember.gltf","BowShoot"
"human","harthmere_player_athletic_ember.gltf","FishingCastPull"
"human","harthmere_player_athletic_ember.gltf","FishingCastRelease"
"human","harthmere_player_athletic_ember.gltf","Dodging"
"human","harthmere_player_athletic_ember.gltf","Rolling"
"human","harthmere_player_athletic_ember.gltf","Climbing"
"human","harthmere_player_athletic_ember.gltf","Climb"
"human","harthmere_player_athletic_ember.gltf","Jump"
"human","harthmere_player_athletic_ember.gltf","Fall"
"human","harthmere_player_athletic_ember.gltf","Falling"
"human","harthmere_player_athletic_ember.gltf","ItemPutBack"
"human","harthmere_player_athletic_ember.gltf","Equip"
"human","harthmere_player_athletic_ember.gltf","Unequip"
"human","harthmere_player_athletic_ember.gltf","Waving"
"human","harthmere_player_athletic_ember.gltf","Point"
"human","harthmere_player_athletic_ember.gltf","Flex"
"human","harthmere_player_athletic_ember.gltf","Applause"
"human","harthmere_player_athletic_ember.gltf","Dance"
"human","harthmere_player_athletic_ember.gltf","Drink"
"human","harthmere_player_athletic_ember.gltf","Eat"
"human","harthmere_player_athletic_ember.gltf","Laugh"
"human","harthmere_player_athletic_ember.gltf","Watering"
"human","harthmere_player_athletic_ember.gltf","FishingIdle"
"human","harthmere_player_athletic_ember.gltf","FishingReel"
"human","harthmere_player_athletic_ember.gltf","FishingShow"
"human","harthmere_player_athletic_ember.gltf","HitReact"
"human","harthmere_player_athletic_ember.gltf","Death"
"human","harthmere_player_athletic_ember.gltf","Revive"
"human","harthmere_player_athletic_forest.gltf","Idle"
"human","harthmere_player_athletic_forest.gltf","Walk"
"human","harthmere_player_athletic_forest.gltf","Walking"
"human","harthmere_player_athletic_forest.gltf","Run"
"human","harthmere_player_athletic_forest.gltf","Running"
"human","harthmere_player_athletic_forest.gltf","RunningBackward"
"human","harthmere_player_athletic_forest.gltf","StrafeLeftWalking"
"human","harthmere_player_athletic_forest.gltf","StrafeRightWalking"
"human","harthmere_player_athletic_forest.gltf","StrafeLeftRunning"
"human","harthmere_player_athletic_forest.gltf","StrafeRightRunning"
"human","harthmere_player_athletic_forest.gltf","SidestepLeft"
"human","harthmere_player_athletic_forest.gltf","SidestepRight"
"human","harthmere_player_athletic_forest.gltf","Sidestep"
"human","harthmere_player_athletic_forest.gltf","CrouchIdle"
"human","harthmere_player_athletic_forest.gltf","CrouchWalking"
"human","harthmere_player_athletic_forest.gltf","Attack"
"human","harthmere_player_athletic_forest.gltf","SideSwing"
"human","harthmere_player_athletic_forest.gltf","Attack2"
"human","harthmere_player_athletic_forest.gltf","HeavyAttack"
"human","harthmere_player_athletic_forest.gltf","Thrusting"
"human","harthmere_player_athletic_forest.gltf","ShieldBlock"
"human","harthmere_player_athletic_forest.gltf","Block"
"human","harthmere_player_athletic_forest.gltf","BasicMagic"
"human","harthmere_player_athletic_forest.gltf","HeavyMagic"
"human","harthmere_player_athletic_forest.gltf","Chopping"
"human","harthmere_player_athletic_forest.gltf","DiggingTool"
"human","harthmere_player_athletic_forest.gltf","ResourceGathering"
"human","harthmere_player_athletic_forest.gltf","Gathering"
"human","harthmere_player_athletic_forest.gltf","DiggingHand"
"human","harthmere_player_athletic_forest.gltf","BowShooting"
"human","harthmere_player_athletic_forest.gltf","BowShoot"
"human","harthmere_player_athletic_forest.gltf","FishingCastPull"
"human","harthmere_player_athletic_forest.gltf","FishingCastRelease"
"human","harthmere_player_athletic_forest.gltf","Dodging"
"human","harthmere_player_athletic_forest.gltf","Rolling"
"human","harthmere_player_athletic_forest.gltf","Climbing"
"human","harthmere_player_athletic_forest.gltf","Climb"
"human","harthmere_player_athletic_forest.gltf","Jump"
"human","harthmere_player_athletic_forest.gltf","Fall"
"human","harthmere_player_athletic_forest.gltf","Falling"
"human","harthmere_player_athletic_forest.gltf","ItemPutBack"
"human","harthmere_player_athletic_forest.gltf","Equip"
"human","harthmere_player_athletic_forest.gltf","Unequip"
"human","harthmere_player_athletic_forest.gltf","Waving"
"human","harthmere_player_athletic_forest.gltf","Point"
"human","harthmere_player_athletic_forest.gltf","Flex"
"human","harthmere_player_athletic_forest.gltf","Applause"
"human","harthmere_player_athletic_forest.gltf","Dance"
"human","harthmere_player_athletic_forest.gltf","Drink"
"human","harthmere_player_athletic_forest.gltf","Eat"
"human","harthmere_player_athletic_forest.gltf","Laugh"
"human","harthmere_player_athletic_forest.gltf","Watering"
"human","harthmere_player_athletic_forest.gltf","FishingIdle"
"human","harthmere_player_athletic_forest.gltf","FishingReel"
"human","harthmere_player_athletic_forest.gltf","FishingShow"
"human","harthmere_player_athletic_forest.gltf","HitReact"
"human","harthmere_player_athletic_forest.gltf","Death"
"human","harthmere_player_athletic_forest.gltf","Revive"
"human","harthmere_player_athletic_river.gltf","Idle"
"human","harthmere_player_athletic_river.gltf","Walk"
"human","harthmere_player_athletic_river.gltf","Walking"
"human","harthmere_player_athletic_river.gltf","Run"
"human","harthmere_player_athletic_river.gltf","Running"
"human","harthmere_player_athletic_river.gltf","RunningBackward"
"human","harthmere_player_athletic_river.gltf","StrafeLeftWalking"
"human","harthmere_player_athletic_river.gltf","StrafeRightWalking"
"human","harthmere_player_athletic_river.gltf","StrafeLeftRunning"
"human","harthmere_player_athletic_river.gltf","StrafeRightRunning"
"human","harthmere_player_athletic_river.gltf","SidestepLeft"
"human","harthmere_player_athletic_river.gltf","SidestepRight"
"human","harthmere_player_athletic_river.gltf","Sidestep"
"human","harthmere_player_athletic_river.gltf","CrouchIdle"
"human","harthmere_player_athletic_river.gltf","CrouchWalking"
"human","harthmere_player_athletic_river.gltf","Attack"
"human","harthmere_player_athletic_river.gltf","SideSwing"
"human","harthmere_player_athletic_river.gltf","Attack2"
"human","harthmere_player_athletic_river.gltf","HeavyAttack"
"human","harthmere_player_athletic_river.gltf","Thrusting"
"human","harthmere_player_athletic_river.gltf","ShieldBlock"
"human","harthmere_player_athletic_river.gltf","Block"
"human","harthmere_player_athletic_river.gltf","BasicMagic"
"human","harthmere_player_athletic_river.gltf","HeavyMagic"
"human","harthmere_player_athletic_river.gltf","Chopping"
"human","harthmere_player_athletic_river.gltf","DiggingTool"
"human","harthmere_player_athletic_river.gltf","ResourceGathering"
"human","harthmere_player_athletic_river.gltf","Gathering"
"human","harthmere_player_athletic_river.gltf","DiggingHand"
"human","harthmere_player_athletic_river.gltf","BowShooting"
"human","harthmere_player_athletic_river.gltf","BowShoot"
"human","harthmere_player_athletic_river.gltf","FishingCastPull"
"human","harthmere_player_athletic_river.gltf","FishingCastRelease"
"human","harthmere_player_athletic_river.gltf","Dodging"
"human","harthmere_player_athletic_river.gltf","Rolling"
"human","harthmere_player_athletic_river.gltf","Climbing"
"human","harthmere_player_athletic_river.gltf","Climb"
"human","harthmere_player_athletic_river.gltf","Jump"
"human","harthmere_player_athletic_river.gltf","Fall"
"human","harthmere_player_athletic_river.gltf","Falling"
"human","harthmere_player_athletic_river.gltf","ItemPutBack"
"human","harthmere_player_athletic_river.gltf","Equip"
"human","harthmere_player_athletic_river.gltf","Unequip"
"human","harthmere_player_athletic_river.gltf","Waving"
"human","harthmere_player_athletic_river.gltf","Point"
"human","harthmere_player_athletic_river.gltf","Flex"
"human","harthmere_player_athletic_river.gltf","Applause"
"human","harthmere_player_athletic_river.gltf","Dance"
"human","harthmere_player_athletic_river.gltf","Drink"
"human","harthmere_player_athletic_river.gltf","Eat"
"human","harthmere_player_athletic_river.gltf","Laugh"
"human","harthmere_player_athletic_river.gltf","Watering"
"human","harthmere_player_athletic_river.gltf","FishingIdle"
"human","harthmere_player_athletic_river.gltf","FishingReel"
"human","harthmere_player_athletic_river.gltf","FishingShow"
"human","harthmere_player_athletic_river.gltf","HitReact"
"human","harthmere_player_athletic_river.gltf","Death"
"human","harthmere_player_athletic_river.gltf","Revive"
"human","harthmere_player_athletic_royal.gltf","Idle"
"human","harthmere_player_athletic_royal.gltf","Walk"
"human","harthmere_player_athletic_royal.gltf","Walking"
"human","harthmere_player_athletic_royal.gltf","Run"
"human","harthmere_player_athletic_royal.gltf","Running"
"human","harthmere_player_athletic_royal.gltf","RunningBackward"
"human","harthmere_player_athletic_royal.gltf","StrafeLeftWalking"
"human","harthmere_player_athletic_royal.gltf","StrafeRightWalking"
"human","harthmere_player_athletic_royal.gltf","StrafeLeftRunning"
